date,size
1,4931.372578
1,4896.586377
1,4848.938257
1,4883.565756
1,4811.719876
1,4718.542283
1,4583
1,4497.562218
1,4541.486027
1,4576.063865
1,4518.323862
1,4831.611123
1,4641.142178
1,4448.936427
1,4411.368878
1,4340.537377
1,4236.02036
1,4174.713353
1,4211.912038
1,4114.958818
1,4101.663592
1,4120.779938
1,4063.964106
1,4126.360095
1,4105.190849
1,4051.875848
1,4010.156802
1,4010.603025
1,3972.024078
1,4040.243647
1,3816.064235
1,3815.050892
1,3607.550369
1,3609.206847
1,3607.327438
1,3726.134967
1,3743.125189
1,3605.791221
1,3513.375292
1,3477.661119
1,3359.90138
1,3344.888749
1,3345.599828
1,3336.522715
1,3265.96028
1,3301.7574
1,3279.210879
1,3481.843729
1,3263.994991
1,3267.954876
1,3213.319632
1,3247.593618
1,3160.902064
1,3105.090625
1,3058.86862
1,3162.462246
1,3062.925696
1,3129.607941
1,3109.244723
1,3164.344256
1,3071.68923
1,3124.870094
1,3120.727543
1,3129.034707
1,3100.352278
1,3285.894538
1,3071.57143
1,3076.246032
1,3077.134005
1,3126.825265
1,3080.965594
1,3152.52071
1,3134.675447
1,3204.839474
1,3227.278969
1,3311.35156
1,3247.853281
1,3237.303924
1,3210.654235
1,3167.916827
1,3234.697779
1,3315.052678
1,3476.72798
1,3813.957962
1,3725.408368
1,3796.042305
1,3873.417492
1,4007.834542
1,4212.938799
1,4412.380952
1,4352.664991
1,4483.17517
1,4706.904831
1,4866.691414
1,4950.224716
1,5304.655733
1,5703.901371
1,6090.905332
1,6361.288966
1,6556.039223
1,6678.681006
1,6938.911695
1,6848.777249
1,6982.704104
1,6910.735373
1,7214.720223
1,7343.707616
1,7317.786845
1,7398.419617
1,7711.350308
1,7830.873957
1,8005.984396
1,8237.471568
1,8282.992767
1,8164.572526
1,8150.331657
1,8212.895131
1,8362.307367
1,8437.696305
1,8346.769156
1,8357.021182
1,8304.203852
1,8623.468479
1,9263.43776
1,9088.755629
1,9061.577194
1,9048.411957
1,9080.737742
1,9138.871251
1,9381.72425
1,9254.749286
1,8971.079309
1,8995.567398
1,9087.054982
1,9285.734285
1,9423.906241
1,9279.550502
1,9380.546461
1,9395.518846
1,9474.371534
1,9391.54403
1,9523.044457
1,9481.929338
1,9482.202381
1,9364.921336
1,9483.203822
1,9832.956888
1,10080.92094
1,10205.78982
1,10338.5725
1,10269.80047
1,10356.91974
1,10548.77348
1,10255.74164
1,10094.48979
1,10232.47162
1,10082.46317
1,10107.74807
1,10198.44392
1,10133.31757
1,10411.59766
1,10372.93843
1,10404.24176
1,10427.76178
1,10338.22746
1,10261.6935
1,10140.94997
1,10059.10803
1,10064.47686
1,10024.73181
1,10025.4178
1,10191.75247
1,10389.55998
1,10425.58357
1,10204.17004
1,10147.118
1,10164.83548
1,10238.31512
1,10009.69754
1,10053.18247
1,9869.218018
1,9691.712171
1,9572.674989
1,9622.27366
1,9678.618068
1,9539.3682
1,9628.88441
1,9655.025322
1,9684.312857
1,9651.061733
1,9460.284661
1,9190.41472
1,9035.689647
1,8784.031028
1,8780.817665
1,8754.204396
1,8691.859914
1,8651.696399
1,8537.747838
1,8526.772031
1,8496.85913
1,8542.911236
1,8481.873202
1,8452.14739
1,8367.59171
1,8405.990933
1,8102.12611
1,8138.840782
1,7938.582644
1,7973.051501
1,7838.280828
1,7827.202543
1,7970.875839
1,7692.720358
1,7632.025473
1,7711.138366
1,7595.697063
1,7574.840693
1,7570.446218
1,7668.95551
1,7637.054255
1,7677.782015
1,7657.205229
1,7534.472758
1,7511.121248
1,7431.347613
1,7295.944113
1,7264.520618
1,7137.312228
1,7195.068851
1,7262.30871
1,7090.65301
1,7168.13472
1,7352.54869
1,7385.478092
1,7174.527783
1,7008.342782
1,6886.149532
1,6868.490353
1,6875.356403
1,6890.559757
1,6874.078691
1,6814.475319
1,6765.543287
1,6783.047821
1,6906.247815
1,6850.398482
1,6889.398078
1,6690.110687
1,6713.081188
1,6552.729644
1,6565.829354
1,6666.458749
1,6780
1,6865.388084
1,6841.65936
1,6644.637817
1,6588.09366
1,6628.954749
1,6634.065745
1,6523.930643
1,6612.77763
1,6608.967028
1,6644.413147
1,6510.828106
1,6450.456082
1,6462.972051
1,6532.923063
1,6486.788425
1,6371.261359
1,6339.058542
1,6294.016024
1,6271.095536
1,6206.817338
1,6133.887022
1,6274.751042
1,6205.133142
1,6187.165727
1,6172.229421
1,6014.568502
1,5953.606877
1,5879.416572
1,5828.648155
1,5898.174239
1,5852.808817
1,5813.76865
1,5823.519958
1,5851.783315
1,5597.080914
1,5571.944659
1,5609.801731
1,5463.891202
1,5332.290724
1,5360.423899
1,5244.130753
1,5183.105114
1,5189.245568
1,5032.16848
1,4962.407548
1,5124.705316
1,4888.116639
1,4829.815424
1,4815.872786
1,4820.05104
1,4778.338905
1,4745.42862
1,4595.251108
1,4684.029514
1,4495.827799
1,4457.092342
1,4469.545219
1,4558.275973
1,4568.711641
1,4463.144517
1,4513.270742
1,4440.007406
1,4323.810368
1,4350.645272
1,4259.491425
1,4203.442038
1,4063.876529
1,4054.200829
1,3985.925499
1,4173.310801
1,4137.730577
1,4014.289653
1,3956.4474
1,3872.217243
1,3851.399493
1,3917.145375
1,3924.214287
1,3889.546353
1,3873.465234
1,3877.328204
1,3832.194704
1,3957.256316
1,3743.190047
1,3698.756446
1,3851.589951
1,3706.521973
1,3715.838297
1,3746.68485
1,3622.785417
1,3586.282788
1,3590.020142
1,3564.321355
1,3523.96476
1,3591.070154
1,3521.560112
1,3625.734005
1,3666.039948
1,3811.60566
1,3747
1,3823.462208
1,3702.371699
1,3558.934026
1,3520.641288
1,3592.430168
1,3623.360518
1,3731.432963
1,3612.467811
1,3537.373377
1,3610.917967
1,3720.024525
1,3580.268223
1,3695.424974
1,3723.265931
1,3697.744716
1,3755.216786
1,3925.751352
1,4022.807256
1,4226.969644
1,4050.335292
1,4196.622813
1,4325.81351
1,4498.603835
1,4609.280523
1,4708.76678
1,4816.768112
1,4997.591727
1,5203.50546
1,5470.376749
1,5543.917626
1,5896.420693
1,6105.32753
1,6268.046713
1,6681.548646
1,7007.497257
1,7319.449901
1,7478.889556
1,7451.177495
1,7505.285855
1,7464.153708
1,7484.158246
1,7518.502931
1,7627.434665
1,7765.7886
1,7970.451342
1,8185.078839
1,8410.277303
1,8336
1,8563.774715
1,8527.47311
1,8448.201965
1,8351.021345
1,8533.897959
1,8435.408422
1,8705.541122
1,8662.080679
1,8675.415922
1,8707.364655
1,9034.622807
1,9126.111402
1,9140.108146
1,9287.086301
1,9576.057339
1,9456.573687
1,9684.654956
1,9451.062572
1,9647.951751
1,9817.625098
1,9899.122726
1,9791.922502
1,9754.673945
1,9963.27506
1,10110.21425
1,9969.08485
1,9995.963102
1,9906.781038
1,9932.199141
1,9798.097884
1,9890.241018
1,10019.4485
1,10044.86826
1,10024.71817
1,10338.74579
1,10338.66135
1,10670.6873
1,10553.85649
1,10312.70601
1,10372.8287
1,10643.90278
1,10452.64549
1,10486.37909
1,10252.49008
1,10267.68312
1,10368.20374
1,10396.58455
1,10273.37401
1,10343.11465
1,10269.30468
1,10295.80118
1,10232.07502
1,10224.6149
1,10231.12393
1,10155.93803
1,10052.29703
1,10081.64213
1,10095.99884
1,10391.15396
1,10517.93801
1,10458.03183
1,10193.14198
1,10036.55498
1,10017.14244
1,9946.213294
1,9747
1,9738.948299
1,9591.046442
1,9581.885975
1,9560.120836
1,9574.137292
1,9241.902667
1,9255.786857
1,9326.060482
1,9196.555817
1,9037.774712
1,8997.519014
1,8862.131959
1,8877.020891
1,8634.340335
1,8505.717693
1,8428.710468
1,8527.95809
1,8166.786013
1,8138
1,8049.536798
1,7904.609462
1,7989.915765
1,8151.718178
1,7941.991555
1,7935.495239
1,8050.58914
1,7834.412822
1,7629.485973
1,7777.062556
1,7845.051611
1,7891.854465
1,7746.202351
1,7464.829806
1,7320.62534
1,7260.260382
1,7269.503323
1,7286.710572
1,7228.412702
1,7143.778991
1,7054.380885
1,7081.367472
1,6905.619918
1,7082.812692
1,7061.334421
1,7004.957925
1,6865.477224
1,6952.895751
1,6962.938085
1,7197.021541
1,7092.860749
1,6989.523869
1,6864.730783
1,6710.295995
1,6968.23798
1,6961.420566
1,6799.570785
1,6814.532095
1,6799.564003
1,6852.242139
1,7018.421034
1,7036.353436
1,6978.460284
1,6870.10203
1,6573.635737
1,6542.832851
1,6512.547779
1,6708.077723
1,6556.75651
1,6456.400578
1,6503.456162
1,6544.384697
1,6452.073332
1,6407.069865
1,6411.557004
1,6620.477575
1,6820.009602
1,6750.873278
1,6660.037423
1,6740.740065
1,6688.811314
1,6659.281794
1,6635.145284
1,6629.432133
1,6654.016981
1,6723.907809
1,6659.136034
1,6645.95477
1,6742.672452
1,6742.293782
1,6653.574091
1,6588.912998
1,6458.521396
1,6367.520806
1,6329.668006
1,6347.491405
1,6388.838397
1,6483.323123
1,6320.208803
1,6269.471871
1,6065.651557
1,6018.585496
1,6059.423533
1,6106.455767
1,6009.724392
1,5986.409256
1,5997.116278
1,6088.091673
1,5961.320568
1,6055.590204
1,5947.257505
1,5917.852437
1,5882.823948
1,5823.996053
1,5764.77989
1,5701.973352
1,5673.993176
1,5654.894594
1,5610.203089
1,5567.104095
1,5486.369269
1,5621.264539
1,5437.170069
1,5470.167491
1,5500.999363
1,5361.942335
1,5337.610035
1,5346.415025
1,5343.481029
1,5106.368272
1,4882.495956
1,4943.350311
1,4938.238688
1,4953.659133
1,4902.049747
1,4828.123585
1,4911.547714
1,4839.013545
1,4949.850658
1,4976.630764
1,4713.093277
1,4558.303798
1,4513.053066
1,4608.401133
1,4532.15011
1,4696.388558
1,4542.123378
1,4397.217325
1,4293.020062
1,4298.966644
1,4273.593785
1,4347.726865
1,4322.178632
1,4257.677036
1,4185.993391
1,4243.73584
1,4235.964361
1,4402.076365
1,4188.900487
1,4192.902154
1,4047.666982
1,4172.603578
1,4084.211338
1,4122.55692
1,4028.178822
1,3922.617389
1,3900.906317
1,3963.086435
1,3951.066523
1,3987.158351
1,3876.022925
1,3765.717814
1,3791.801991
1,3790.688591
1,3757.780341
1,3864.668775
1,3765.645078
1,3706.814236
1,3602.968341
1,3692.731476
1,3802.612383
1,3872.447289
1,3807.618054
1,3749.837091
1,3856.351251
1,3886.358583
1,3896.8191
1,3936.189415
1,3854.600199
1,3882.938441
1,3890.72921
1,3948.867549
1,4008.541554
1,4251.828753
1,4204.645263
1,4241.85779
1,4379.623545
1,4441.09972
1,4514.694664
1,4811.096006
1,4941.915191
1,5170.531397
1,5356.495839
1,5566.084789
1,5596.036604
1,5768.917161
1,5963.851586
1,6204.019164
1,6581.674044
1,6749.663056
1,6902.949263
1,7312.355034
1,7484.298225
1,7574.800447
1,7657.099113
1,7756.069806
1,7668.867599
1,7875.263558
1,7899.741258
1,7991.310971
1,8183.110733
1,8384.647979
1,8272.376197
1,8429.634362
1,8574.809342
1,7630.200529
1,8242.917034
1,9101.204253
1,8607.053711
1,8550.619395
1,8558.642971
1,8685.53437
1,8983.722357
1,9025.150007
1,8981.532519
1,8936.962584
1,9005.411488
1,9529.810441
1,9700.70321
1,9787.903144
1,9743.146
1,7159.11096
1,6570.123287
1,6430.678857
1,6582.553926
1,6602.9906
1,6609.517384
1,6648.464458
1,6760.993804
1,9371.523829
1,9915.632202
1,9683.54677
1,9450.153852
1,9373.483913
1,9342.249961
1,9446.47822
1,9625.447585
1,9696.368563
1,9436.056674
1,9952.368731
1,10213.78418
1,9991.095363
1,9854.578645
1,10048.89169
1,10028.09591
1,10117.28603
1,10055.82373
1,9833.401717
1,9888.613082
1,10147.56447
1,10355.7236
1,10355.50309
1,10438.52534
1,10381.80796
1,10242.06423
1,8209.794977
1,7512.177355
1,7135.089198
1,7197.275446
1,7171.189739
1,7151.134084
1,7088.33848
1,7090.380435
1,6968.069125
1,6827.69737
1,6796.7726
1,6865.248186
1,6873.056351
1,6725.694086
1,6681.020582
1,6530.784071
1,6506.723323
1,6519.631327
1,6582.308367
1,6548.130415
1,6571.652064
1,6503.706587
1,6366.466941
1,6249.608348
1,6233.439953
1,6095.729589
1,6032.98733
1,5970.236607
1,5972.552645
1,5876.831341
1,5835.181727
1,5902.455335
1,5942.279455
1,5660.116765
1,5584.278936
1,5587.521268
1,5620.938625
1,5582.253516
1,5607.901077
1,5371.100609
1,5318.21734
1,5258.654008
1,5220.215966
1,5195.176558
1,5241.602343
1,5111.525811
1,5204.067135
1,5187.887036
1,5108.799998
1,5047.495774
1,5100.700078
1,5049.589141
1,5137.912347
1,5140.217565
1,5152.972896
1,5114.135711
1,4991.31053
1,4897.478986
1,4938.574051
1,4937.071321
1,4828.139954
1,4893.760794
1,5166.260129
1,5058.782993
1,5005.9379
1,5085.119029
1,5032.239209
1,5010.917365
1,4958.21646
1,4652.777197
1,4439.094116
1,4457.66575
1,4402.995911
1,4381.081303
1,4436.692059
1,4349.11139
1,4427.944243
1,4533.401041
1,4596.00759
1,4606.634812
1,4698.114838
1,4579.521729
1,4399.995027
1,4372.740893
1,4441.832566
1,4445.202937
1,4489.019249
1,4394.521178
1,4382.922831
1,4378.637852
1,4469.043158
1,4364.200394
1,4351.905293
1,4350.567708
1,4299.3605
1,4224.163644
1,4353.870514
1,4271.569192
1,4331.561284
1,4209.07407
1,4293.207633
1,4301.965736
1,4304.488204
1,4329.689635
1,4297.663555
1,4218.52788
1,4151.136876
1,4053.196897
1,4028.782532
1,3960.511889
1,3981.223912
1,3956.880568
1,3906.711626
1,4031.972928
1,4032.518291
1,3854.582716
1,3974.360411
1,3845.056024
1,3802.464201
1,3839.406165
1,3746.017835
1,3687.992003
1,3785.315923
1,3721.369705
1,3569.550722
1,3495.497137
1,3451.341297
1,3409.877233
1,3331.149244
1,3202.502161
1,3199.385987
1,3112.430304
1,3109.217139
1,3124.989742
1,3258.379922
1,3155.216105
1,3105.462012
1,3004.437505
1,2921.903696
1,2930.849304
1,3003.461037
1,2863.772793
1,2857.207416
1,2769.962313
1,2831.838279
1,2830.566355
1,2861.453761
1,2839.200463
1,2796.547827
1,2828.243667
1,2782.084174
1,2738.826881
1,2815.699431
1,2676.073846
1,2701.667691
1,2627.252441
1,2583.433307
1,2553.138288
1,2653.737807
1,2601.122009
1,2533.149819
1,2586.396528
1,2467.909167
1,2431.306642
1,2432.016329
1,2402.463383
1,2371.698046
1,2332.549815
1,2311.557862
1,2296.403154
1,2434.366034
1,2329.97164
1,2294.980869
1,2338.900154
1,2301.862561
1,2295.581765
1,2320.915257
1,2288.896432
1,2245.302197
1,2230.655881
1,2209.184459
1,2331.024109
1,2411.362359
1,2443.089164
1,2443.650058
1,2438.823258
1,2528.511522
1,2491.002805
1,2541.158607
1,2433.517643
1,2409.250292
1,2417.583269
1,2414.990471
1,2394.038201
1,2432.553734
1,2430.959752
1,2421.954951
1,2465.195702
1,2510.070624
1,2495.700569
1,2538.687198
1,2511.335811
1,2597.075993
1,2608.782898
1,2682.600419
1,2728.907841
1,2889.89416
1,2886.805224
1,2905.51451
1,2982.60691
1,3080.899912
1,3090.614256
1,3311.53622
1,3358.369223
1,3472.383969
1,3656.094785
1,3786.819553
1,3814.399384
1,4042.430946
1,4222.83365
1,4425.571338
1,4520.703338
1,4781.152774
1,4937.727169
1,5244.137218
1,5274.827687
1,5371.378469
1,5407.037224
1,5475.503736
1,5513.441201
1,5718.16622
1,5820.892431
1,5780.288062
1,5835.481474
1,6110.461609
1,6134.635022
1,6173.436183
1,6241.584586
1,6147.958813
1,6264.300287
1,6217.689629
1,6083.211731
1,6078.222463
1,6097.320126
1,6176.226661
1,6342.227343
1,6543.679136
1,6500.827681
1,6796.777131
1,6661.45852
1,6798.180373
1,6855.345328
1,6733.399721
1,6752.903968
1,6653.114098
1,6651.473514
1,6793.626761
1,6697.119065
1,6830.007547
1,6711.391358
